Calculation1,School,City,County/State/ Territory,Count,All,Female,Male
WHITTIER CHRISTIAN HIGH SCHOOL53763,WHITTIER CHRISTIAN HIGH SCHOOL,La Habra,Orange,Enr,19,13,6
WILDWOOD SCHOOL51852,WILDWOOD SCHOOL,Los Angeles,Los Angeles,App,37,16,18
WILDWOOD SCHOOL51852,WILDWOOD SCHOOL,Los Angeles,Los Angeles,Adm,19,11,7
WINDWARD SCHOOL53323,WINDWARD SCHOOL,Los Angeles,Los Angeles,App,57,31,25
WINDWARD SCHOOL53323,WINDWARD SCHOOL,Los Angeles,Los Angeles,Adm,30,15,14
WINDWARD SCHOOL53323,WINDWARD SCHOOL,Los Angeles,Los Angeles,Enr,8,5,3
WISDOM MISSION SCHOOL54014,WISDOM MISSION SCHOOL,Cypress,Orange,Adm,3,,
WOODCREST CHRISTIAN SCHOOL52677,WOODCREST CHRISTIAN SCHOOL,Riverside,Riverside,App,24,8,15
WOODCREST CHRISTIAN SCHOOL52677,WOODCREST CHRISTIAN SCHOOL,Riverside,Riverside,Adm,17,7,10
WOODCREST CHRISTIAN SCHOOL52677,WOODCREST CHRISTIAN SCHOOL,Riverside,Riverside,Enr,10,4,6
WOODLAND CHRISTIAN HIGH SCHOOL53850,WOODLAND CHRISTIAN HIGH SCHOOL,Woodland,Yolo,App,10,,7
WOODLAND CHRISTIAN HIGH SCHOOL53850,WOODLAND CHRISTIAN HIGH SCHOOL,Woodland,Yolo,Adm,4,,
WOODSIDE INTERNATIONAL SCHOOL53044,WOODSIDE INTERNATIONAL SCHOOL,San Francisco,San Francisco,Adm,3,,
WOODSIDE PRIORY SCHOOL52527,WOODSIDE PRIORY SCHOOL,Portola Valley,San Mateo,App,39,19,19
WOODSIDE PRIORY SCHOOL52527,WOODSIDE PRIORY SCHOOL,Portola Valley,San Mateo,Adm,29,15,14
WOODSIDE PRIORY SCHOOL52527,WOODSIDE PRIORY SCHOOL,Portola Valley,San Mateo,Enr,9,3,6
XAVIER COLLEGE PREPARATORY HS54103,XAVIER COLLEGE PREPARATORY HS,Palm Desert,Riverside,App,70,43,27
XAVIER COLLEGE PREPARATORY HS54103,XAVIER COLLEGE PREPARATORY HS,Palm Desert,Riverside,Adm,40,26,14
XAVIER COLLEGE PREPARATORY HS54103,XAVIER COLLEGE PREPARATORY HS,Palm Desert,Riverside,Enr,19,13,6
YESHIVA UNIV HS LOS ANGELES51843,YESHIVA UNIV HS LOS ANGELES,Los Angeles,Los Angeles,App,18,14,
YESHIVA UNIV HS LOS ANGELES51843,YESHIVA UNIV HS LOS ANGELES,Los Angeles,Los Angeles,Adm,14,11,
YESHIVA UNIV HS LOS ANGELES51843,YESHIVA UNIV HS LOS ANGELES,Los Angeles,Los Angeles,Enr,5,5,
YORK SCHOOL52053,YORK SCHOOL,Monterey,Monterey,App,35,23,12
YORK SCHOOL52053,YORK SCHOOL,Monterey,Monterey,Adm,21,15,6
YORK SCHOOL52053,YORK SCHOOL,Monterey,Monterey,Enr,11,7,4
